-1 -1 1.09868
-0.984375 -1 1.09261
-0.96875 -1 1.08652
-0.953125 -1 1.08041
-0.9375 -1 1.0743
-0.921875 -1 1.06817
-0.90625 -1 1.06203
-0.890625 -1 1.05587
-0.875 -1 1.04971
-0.859375 -1 1.04353
-0.84375 -1 1.03734
-0.828125 -1 1.03114
-0.8125 -1 1.02493
-0.796875 -1 1.01871
-0.78125 -1 1.01248
-0.765625 -1 1.00625
-0.75 -1 1
-0.734375 -1 0.993746
-0.71875 -1 0.987485
-0.703125 -1 0.981217
-0.6875 -1 0.974944
-0.671875 -1 0.968665
-0.65625 -1 0.962381
-0.640625 -1 0.956093
-0.625 -1 0.949802
-0.609375 -1 0.943508
-0.59375 -1 0.937213
-0.578125 -1 0.930917
-0.5625 -1 0.924621
-0.546875 -1 0.918326
-0.53125 -1 0.912032
-0.515625 -1 0.905741
-0.5 -1 0.899454
-0.484375 -1 0.893171
-0.46875 -1 0.886894
-0.453125 -1 0.880624
-0.4375 -1 0.874361
-0.421875 -1 0.868108
-0.40625 -1 0.861864
-0.390625 -1 0.855632
-0.375 -1 0.849412
-0.359375 -1 0.843205
-0.34375 -1 0.837013
-0.328125 -1 0.830838
-0.3125 -1 0.824679
-0.296875 -1 0.818539
-0.28125 -1 0.812419
-0.265625 -1 0.806319
-0.25 -1 0.800243
-0.234375 -1 0.794189
-0.21875 -1 0.788161
-0.203125 -1 0.782159
-0.1875 -1 0.776185
-0.171875 -1 0.77024
-0.15625 -1 0.764324
-0.140625 -1 0.758441
-0.125 -1 0.75259
-0.109375 -1 0.746773
-0.09375 -1 0.740991
-0.078125 -1 0.735246
-0.0625 -1 0.729538
-0.046875 -1 0.723869
-0.03125 -1 0.71824
-0.015625 -1 0.712652
0 -1 0.707107
0.015625 -1 0.701604
0.03125 -1 0.696146
0.046875 -1 0.690733
0.0625 -1 0.685365
0.078125 -1 0.680045
0.09375 -1 0.674772
0.109375 -1 0.669548
0.125 -1 0.664373
0.140625 -1 0.659247
0.15625 -1 0.654173
0.171875 -1 0.649149
0.1875 -1 0.644176
0.203125 -1 0.639256
0.21875 -1 0.634388
0.234375 -1 0.629573
0.25 -1 0.624811
0.265625 -1 0.620102
0.28125 -1 0.615446
0.296875 -1 0.610844
0.3125 -1 0.606297
0.328125 -1 0.601802
0.34375 -1 0.597362
0.359375 -1 0.592975
0.375 -1 0.588643
0.390625 -1 0.584364
0.40625 -1 0.580138
0.421875 -1 0.575965
0.4375 -1 0.571846
0.453125 -1 0.567779
0.46875 -1 0.563765
0.484375 -1 0.559803
0.5 -1 0.555893
0.515625 -1 0.552034
0.53125 -1 0.548226
0.546875 -1 0.544469
0.5625 -1 0.540762
0.578125 -1 0.537105
0.59375 -1 0.533497
0.609375 -1 0.529937
0.625 -1 0.526426
0.640625 -1 0.522962
0.65625 -1 0.519545
0.671875 -1 0.516175
0.6875 -1 0.51285
0.703125 -1 0.509571
0.71875 -1 0.506337
0.734375 -1 0.503147
0.75 -1 0.5
0.765625 -1 0.496896
0.78125 -1 0.493835
0.796875 -1 0.490816
0.8125 -1 0.487837
0.828125 -1 0.4849
0.84375 -1 0.482002
0.859375 -1 0.479143
0.875 -1 0.476324
0.890625 -1 0.473542
0.90625 -1 0.470798
0.921875 -1 0.468091
0.9375 -1 0.46542
0.953125 -1 0.462785
0.96875 -1 0.460186
0.984375 -1 0.457621
1 -1 0.45509

-1 -0.984375 1.09618
-0.984375 -0.984375 1.09007
-0.96875 -0.984375 1.08394
-0.953125 -0.984375 1.0778
-0.9375 -0.984375 1.07165
-0.921875 -0.984375 1.06548
-0.90625 -0.984375 1.0593
-0.890625 -0.984375 1.05311
-0.875 -0.984375 1.0469
-0.859375 -0.984375 1.04069
-0.84375 -0.984375 1.03446
-0.828125 -0.984375 1.02822
-0.8125 -0.984375 1.02197
-0.796875 -0.984375 1.01571
-0.78125 -0.984375 1.00943
-0.765625 -0.984375 1.00315
-0.75 -0.984375 0.996863
-0.734375 -0.984375 0.990564
-0.71875 -0.984375 0.984258
-0.703125 -0.984375 0.977945
-0.6875 -0.984375 0.971625
-0.671875 -0.984375 0.965299
-0.65625 -0.984375 0.958967
-0.640625 -0.984375 0.952631
-0.625 -0.984375 0.946292
-0.609375 -0.984375 0.939949
-0.59375 -0.984375 0.933604
-0.578125 -0.984375 0.927258
-0.5625 -0.984375 0.920911
-0.546875 -0.984375 0.914564
-0.53125 -0.984375 0.908219
-0.515625 -0.984375 0.901876
-0.5 -0.984375 0.895536
-0.484375 -0.984375 0.889201
-0.46875 -0.984375 0.88287
-0.453125 -0.984375 0.876546
-0.4375 -0.984375 0.87023
-0.421875 -0.984375 0.863922
-0.40625 -0.984375 0.857624
-0.390625 -0.984375 0.851337
-0.375 -0.984375 0.845063
-0.359375 -0.984375 0.838801
-0.34375 -0.984375 0.832554
-0.328125 -0.984375 0.826324
-0.3125 -0.984375 0.82011
-0.296875 -0.984375 0.813915
-0.28125 -0.984375 0.80774
-0.265625 -0.984375 0.801586
-0.25 -0.984375 0.795455
-0.234375 -0.984375 0.789348
-0.21875 -0.984375 0.783266
-0.203125 -0.984375 0.777211
-0.1875 -0.984375 0.771183
-0.171875 -0.984375 0.765185
-0.15625 -0.984375 0.759218
-0.140625 -0.984375 0.753283
-0.125 -0.984375 0.747381
-0.109375 -0.984375 0.741514
-0.09375 -0.984375 0.735683
-0.078125 -0.984375 0.729889
-0.0625 -0.984375 0.724134
-0.046875 -0.984375 0.718418
-0.03125 -0.984375 0.712744
-0.015625 -0.984375 0.707111
0 -0.984375 0.701522
0.015625 -0.984375 0.695976
0.03125 -0.984375 0.690476
0.046875 -0.984375 0.685023
0.0625 -0.984375 0.679616
0.078125 -0.984375 0.674257
0.09375 -0.984375 0.668948
0.109375 -0.984375 0.663688
0.125 -0.984375 0.658478
0.140625 -0.984375 0.65332
0.15625 -0.984375 0.648213
0.171875 -0.984375 0.643159
0.1875 -0.984375 0.638158
0.203125 -0.984375 0.63321
0.21875 -0.984375 0.628315
0.234375 -0.984375 0.623475
0.25 -0.984375 0.618689
0.265625 -0.984375 0.613958
0.28125 -0.984375 0.609281
0.296875 -0.984375 0.60466
0.3125 -0.984375 0.600094
0.328125 -0.984375 0.595582
0.34375 -0.984375 0.591126
0.359375 -0.984375 0.586725
0.375 -0.984375 0.582379
0.390625 -0.984375 0.578088
0.40625 -0.984375 0.573851
0.421875 -0.984375 0.569669
0.4375 -0.984375 0.565541
0.453125 -0.984375 0.561467
0.46875 -0.984375 0.557447
0.484375 -0.984375 0.553479
0.5 -0.984375 0.549565
0.515625 -0.984375 0.545703
0.53125 -0.984375 0.541893
0.546875 -0.984375 0.538134
0.5625 -0.984375 0.534427
0.578125 -0.984375 0.53077
0.59375 -0.984375 0.527163
0.609375 -0.984375 0.523606
0.625 -0.984375 0.520097
0.640625 -0.984375 0.516637
0.65625 -0.984375 0.513225
0.671875 -0.984375 0.50986
0.6875 -0.984375 0.506541
0.703125 -0.984375 0.503269
0.71875 -0.984375 0.500042
0.734375 -0.984375 0.496859
0.75 -0.984375 0.493721
0.765625 -0.984375 0.490626
0.78125 -0.984375 0.487575
0.796875 -0.984375 0.484565
0.8125 -0.984375 0.481597
0.828125 -0.984375 0.47867
0.84375 -0.984375 0.475784
0.859375 -0.984375 0.472937
0.875 -0.984375 0.470129
0.890625 -0.984375 0.46736
0.90625 -0.984375 0.464629
0.921875 -0.984375 0.461935
0.9375 -0.984375 0.459278
0.953125 -0.984375 0.456656
0.96875 -0.984375 0.454071
0.984375 -0.984375 0.45152
1 -0.984375 0.449004

-1 -0.96875 1.09368
-0.984375 -0.96875 1.08754
-0.96875 -0.96875 1.08138
-0.953125 -0.96875 1.0752
-0.9375 -0.96875 1.06901
-0.921875 -0.96875 1.06281
-0.90625 -0.96875 1.05659
-0.890625 -0.96875 1.05036
-0.875 -0.96875 1.04411
-0.859375 -0.96875 1.03786
-0.84375 -0.96875 1.03159
-0.828125 -0.96875 1.0253
-0.8125 -0.96875 1.01901
-0.796875 -0.96875 1.01271
-0.78125 -0.96875 1.00639
-0.765625 -0.96875 1.00007
-0.75 -0.96875 0.993734
-0.734375 -0.96875 0.98739
-0.71875 -0.96875 0.981038
-0.703125 -0.96875 0.974679
-0.6875 -0.96875 0.968311
-0.671875 -0.96875 0.961938
-0.65625 -0.96875 0.955558
-0.640625 -0.96875 0.949174
-0.625 -0.96875 0.942785
-0.609375 -0.96875 0.936392
-0.59375 -0.96875 0.929996
-0.578125 -0.96875 0.923599
-0.5625 -0.96875 0.9172
-0.546875 -0.96875 0.910802
-0.53125 -0.96875 0.904404
-0.515625 -0.96875 0.898008
-0.5 -0.96875 0.891614
-0.484375 -0.96875 0.885225
-0.46875 -0.96875 0.87884
-0.453125 -0.96875 0.872462
-0.4375 -0.96875 0.86609
-0.421875 -0.96875 0.859727
-0.40625 -0.96875 0.853374
-0.390625 -0.96875 0.847031
-0.375 -0.96875 0.8407
-0.359375 -0.96875 0.834382
-0.34375 -0.96875 0.82808
-0.328125 -0.96875 0.821793
-0.3125 -0.96875 0.815523
-0.296875 -0.96875 0.809272
-0.28125 -0.96875 0.803041
-0.265625 -0.96875 0.796831
-0.25 -0.96875 0.790644
-0.234375 -0.96875 0.784481
-0.21875 -0.96875 0.778344
-0.203125 -0.96875 0.772234
-0.1875 -0.96875 0.766152
-0.171875 -0.96875 0.7601
-0.15625 -0.96875 0.75408
-0.140625 -0.96875 0.748092
-0.125 -0.96875 0.742138
-0.109375 -0.96875 0.73622
-0.09375 -0.96875 0.730338
-0.078125 -0.96875 0.724495
-0.0625 -0.96875 0.71869
-0.046875 -0.96875 0.712927
-0.03125 -0.96875 0.707205
-0.015625 -0.96875 0.701527
0 -0.96875 0.695892
0.015625 -0.96875 0.690303
0.03125 -0.96875 0.68476
0.046875 -0.96875 0.679265
0.0625 -0.96875 0.673818
0.078125 -0.96875 0.668421
0.09375 -0.96875 0.663074
0.109375 -0.96875 0.657777
0.125 -0.96875 0.652533
0.140625 -0.96875 0.647341
0.15625 -0.96875 0.642202
0.171875 -0.96875 0.637117
0.1875 -0.96875 0.632086
0.203125 -0.96875 0.62711
0.21875 -0.96875 0.622188
0.234375 -0.96875 0.617323
0.25 -0.96875 0.612513
0.265625 -0.96875 0.607759
0.28125 -0.96875 0.603062
0.296875 -0.96875 0.59842
0.3125 -0.96875 0.593836
0.328125 -0.96875 0.589307
0.34375 -0.96875 0.584835
0.359375 -0.96875 0.58042
0.375 -0.96875 0.576061
0.390625 -0.96875 0.571758
0.40625 -0.96875 0.56751
0.421875 -0.96875 0.563319
0.4375 -0.96875 0.559182
0.453125 -0.96875 0.555101
0.46875 -0.96875 0.551075
0.484375 -0.96875 0.547103
0.5 -0.96875 0.543184
0.515625 -0.96875 0.53932
0.53125 -0.96875 0.535508
0.546875 -0.96875 0.531749
0.5625 -0.96875 0.528041
0.578125 -0.96875 0.524385
0.59375 -0.96875 0.52078
0.609375 -0.96875 0.517226
0.625 -0.96875 0.513721
0.640625 -0.96875 0.510265
0.65625 -0.96875 0.506858
0.671875 -0.96875 0.503499
